date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2026-03-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.27,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.222,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.153,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.262,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.178,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.199,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.277,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.256,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.349,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.31,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.225,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.229,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.291,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.273,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.203,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.247,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.187,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.276,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.175,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.211,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.212,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.206,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.189,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.314,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.242,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.226,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.211,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.212,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-03-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.248,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.152,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.3,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.258,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.16,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.228,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.29,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.221,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.28,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.222,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.293,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.208,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.293,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.331,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.268,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.154,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.284,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.234,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.315,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.277,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.334,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.308,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.178,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.337,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.295,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.262,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.279,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.245,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-02-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.2,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.265,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.235,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.326,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.264,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.252,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.217,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.171,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.256,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.159,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.256,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.235,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.167,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.211,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.28,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.276,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.336,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.193,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.209,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.277,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.25,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.272,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.188,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.194,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.242,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.336,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.206,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.35,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.234,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.231,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.26,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2026-01-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,High,0.273,Peak Australian cyclone season (Jan–Mar); Pilbara/East Coast impacts possible.
2025-12-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.199,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.13,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.191,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.15,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.087,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.199,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.167,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.125,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.116,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.1,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.185,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.183,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.143,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.151,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.18,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.104,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.196,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.18,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.179,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.186,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.113,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.099,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.145,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.089,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.185,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.099,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.167,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.096,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.191,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.143,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-12-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.085,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.193,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.184,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.145,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.099,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.195,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.154,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.104,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.106,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.188,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.086,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.149,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.109,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.131,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.152,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.082,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.132,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.164,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.096,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.174,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.189,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.182,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.082,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.089,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.18,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.086,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.174,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.108,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.162,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.154,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-11-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Medium,0.134,Australian cyclone season (Nov–Apr); elevated but not peak risk.
2025-10-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.067,Dry season; minimal tropical cyclone risk.
2025-10-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.032,Dry season; minimal tropical cyclone risk.
2025-10-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.054,Dry season; minimal tropical cyclone risk.
2025-10-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.04,Dry season; minimal tropical cyclone risk.
2025-10-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.064,Dry season; minimal tropical cyclone risk.
2025-10-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
2025-10-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.052,Dry season; minimal tropical cyclone risk.
2025-10-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.035,Dry season; minimal tropical cyclone risk.
2025-10-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-10-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.071,Dry season; minimal tropical cyclone risk.
2025-10-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.042,Dry season; minimal tropical cyclone risk.
2025-10-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.047,Dry season; minimal tropical cyclone risk.
2025-10-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.065,Dry season; minimal tropical cyclone risk.
2025-10-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.031,Dry season; minimal tropical cyclone risk.
2025-10-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-10-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.054,Dry season; minimal tropical cyclone risk.
2025-10-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.068,Dry season; minimal tropical cyclone risk.
2025-10-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.055,Dry season; minimal tropical cyclone risk.
2025-10-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.047,Dry season; minimal tropical cyclone risk.
2025-10-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.056,Dry season; minimal tropical cyclone risk.
2025-10-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.057,Dry season; minimal tropical cyclone risk.
2025-10-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.07,Dry season; minimal tropical cyclone risk.
2025-10-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-10-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.048,Dry season; minimal tropical cyclone risk.
2025-10-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.03,Dry season; minimal tropical cyclone risk.
2025-10-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.078,Dry season; minimal tropical cyclone risk.
2025-10-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.053,Dry season; minimal tropical cyclone risk.
2025-10-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.045,Dry season; minimal tropical cyclone risk.
2025-10-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.038,Dry season; minimal tropical cyclone risk.
2025-10-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.038,Dry season; minimal tropical cyclone risk.
2025-10-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.035,Dry season; minimal tropical cyclone risk.
2025-09-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.042,Dry season; minimal tropical cyclone risk.
2025-09-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.059,Dry season; minimal tropical cyclone risk.
2025-09-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.034,Dry season; minimal tropical cyclone risk.
2025-09-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.022,Dry season; minimal tropical cyclone risk.
2025-09-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.062,Dry season; minimal tropical cyclone risk.
2025-09-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.076,Dry season; minimal tropical cyclone risk.
