date,port_name,country,port_type,waiting_days_at_anchorage,waiting_days_at_berth,turn_around_time_days,berth_occupancy_pct,vessels_at_anchorage,source_note
2017-01-14,Maputo (Matola),Mozambique,Loading,0.21,0.38,6.59,79,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-13,Maputo (Matola),Mozambique,Loading,0.25,0.4,6.65,81,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-12,Maputo (Matola),Mozambique,Loading,0.2,0.29,6.48,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-11,Maputo (Matola),Mozambique,Loading,0.24,0.4,6.64,81,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-10,Maputo (Matola),Mozambique,Loading,0.24,0.36,6.6,79,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-09,Maputo (Matola),Mozambique,Loading,0.16,0.27,6.43,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-08,Maputo (Matola),Mozambique,Loading,0.21,0.34,6.55,78,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-07,Maputo (Matola),Mozambique,Loading,0.25,0.38,6.63,81,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-06,Maputo (Matola),Mozambique,Loading,0.24,0.36,6.6,79,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-05,Maputo (Matola),Mozambique,Loading,0.21,0.36,6.57,79,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-04,Maputo (Matola),Mozambique,Loading,0.18,0.31,6.49,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-03,Maputo (Matola),Mozambique,Loading,0.19,0.24,6.43,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-02,Maputo (Matola),Mozambique,Loading,0.26,0.42,6.68,82,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2017-01-01,Maputo (Matola),Mozambique,Loading,0.22,0.39,6.61,80,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-31,Maputo (Matola),Mozambique,Loading,0.11,0.17,6.28,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-30,Maputo (Matola),Mozambique,Loading,0.15,0.2,6.35,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-29,Maputo (Matola),Mozambique,Loading,0.13,0.21,6.34,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-28,Maputo (Matola),Mozambique,Loading,0.16,0.29,6.45,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-27,Maputo (Matola),Mozambique,Loading,0.17,0.21,6.39,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-26,Maputo (Matola),Mozambique,Loading,0.17,0.28,6.44,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-25,Maputo (Matola),Mozambique,Loading,0.18,0.3,6.48,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-24,Maputo (Matola),Mozambique,Loading,0.14,0.22,6.36,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-23,Maputo (Matola),Mozambique,Loading,0.13,0.2,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-22,Maputo (Matola),Mozambique,Loading,0.12,0.2,6.33,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-21,Maputo (Matola),Mozambique,Loading,0.16,0.22,6.37,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-20,Maputo (Matola),Mozambique,Loading,0.18,0.22,6.4,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-19,Maputo (Matola),Mozambique,Loading,0.15,0.29,6.44,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-18,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-17,Maputo (Matola),Mozambique,Loading,0.18,0.27,6.45,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-16,Maputo (Matola),Mozambique,Loading,0.14,0.2,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-15,Maputo (Matola),Mozambique,Loading,0.15,0.27,6.42,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-14,Maputo (Matola),Mozambique,Loading,0.18,0.26,6.45,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-13,Maputo (Matola),Mozambique,Loading,0.15,0.22,6.37,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-12,Maputo (Matola),Mozambique,Loading,0.17,0.25,6.42,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-11,Maputo (Matola),Mozambique,Loading,0.18,0.28,6.46,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-10,Maputo (Matola),Mozambique,Loading,0.18,0.24,6.42,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-09,Maputo (Matola),Mozambique,Loading,0.15,0.22,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-08,Maputo (Matola),Mozambique,Loading,0.19,0.25,6.43,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-07,Maputo (Matola),Mozambique,Loading,0.21,0.27,6.48,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-06,Maputo (Matola),Mozambique,Loading,0.15,0.19,6.34,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-05,Maputo (Matola),Mozambique,Loading,0.19,0.23,6.43,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-04,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-03,Maputo (Matola),Mozambique,Loading,0.16,0.22,6.38,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-02,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.4,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-12-01,Maputo (Matola),Mozambique,Loading,0.12,0.22,6.33,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-30,Maputo (Matola),Mozambique,Loading,0.15,0.2,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-29,Maputo (Matola),Mozambique,Loading,0.13,0.21,6.34,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-28,Maputo (Matola),Mozambique,Loading,0.21,0.28,6.49,76,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-27,Maputo (Matola),Mozambique,Loading,0.2,0.27,6.47,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-26,Maputo (Matola),Mozambique,Loading,0.16,0.24,6.4,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-25,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.38,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-24,Maputo (Matola),Mozambique,Loading,0.15,0.23,6.38,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-23,Maputo (Matola),Mozambique,Loading,0.15,0.2,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-22,Maputo (Matola),Mozambique,Loading,0.16,0.23,6.38,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-21,Maputo (Matola),Mozambique,Loading,0.17,0.23,6.4,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-20,Maputo (Matola),Mozambique,Loading,0.17,0.21,6.38,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-19,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-18,Maputo (Matola),Mozambique,Loading,0.15,0.25,6.4,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-17,Maputo (Matola),Mozambique,Loading,0.13,0.24,6.38,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-16,Maputo (Matola),Mozambique,Loading,0.17,0.3,6.47,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-15,Maputo (Matola),Mozambique,Loading,0.14,0.25,6.39,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-14,Maputo (Matola),Mozambique,Loading,0.15,0.27,6.42,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-13,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.39,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-12,Maputo (Matola),Mozambique,Loading,0.15,0.28,6.43,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-11,Maputo (Matola),Mozambique,Loading,0.18,0.25,6.42,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-10,Maputo (Matola),Mozambique,Loading,0.15,0.2,6.36,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-09,Maputo (Matola),Mozambique,Loading,0.16,0.22,6.38,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-08,Maputo (Matola),Mozambique,Loading,0.14,0.22,6.36,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-07,Maputo (Matola),Mozambique,Loading,0.17,0.25,6.41,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-06,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.4,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-05,Maputo (Matola),Mozambique,Loading,0.15,0.25,6.41,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-04,Maputo (Matola),Mozambique,Loading,0.16,0.23,6.39,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-03,Maputo (Matola),Mozambique,Loading,0.16,0.23,6.39,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-02,Maputo (Matola),Mozambique,Loading,0.13,0.23,6.37,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-11-01,Maputo (Matola),Mozambique,Loading,0.14,0.22,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-31,Maputo (Matola),Mozambique,Loading,0.13,0.21,6.34,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-30,Maputo (Matola),Mozambique,Loading,0.1,0.16,6.26,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-29,Maputo (Matola),Mozambique,Loading,0.16,0.2,6.36,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-28,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-27,Maputo (Matola),Mozambique,Loading,0.13,0.18,6.31,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-26,Maputo (Matola),Mozambique,Loading,0.13,0.16,6.29,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-25,Maputo (Matola),Mozambique,Loading,0.14,0.21,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-24,Maputo (Matola),Mozambique,Loading,0.14,0.24,6.38,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-23,Maputo (Matola),Mozambique,Loading,0.12,0.17,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-22,Maputo (Matola),Mozambique,Loading,0.13,0.22,6.35,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-21,Maputo (Matola),Mozambique,Loading,0.14,0.25,6.38,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-20,Maputo (Matola),Mozambique,Loading,0.13,0.17,6.3,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-19,Maputo (Matola),Mozambique,Loading,0.16,0.21,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-18,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-17,Maputo (Matola),Mozambique,Loading,0.12,0.2,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-16,Maputo (Matola),Mozambique,Loading,0.14,0.21,6.34,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-15,Maputo (Matola),Mozambique,Loading,0.11,0.15,6.26,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-14,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-13,Maputo (Matola),Mozambique,Loading,0.11,0.17,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-12,Maputo (Matola),Mozambique,Loading,0.1,0.16,6.26,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-11,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-10,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.3,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-09,Maputo (Matola),Mozambique,Loading,0.13,0.2,6.33,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-08,Maputo (Matola),Mozambique,Loading,0.15,0.19,6.34,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-07,Maputo (Matola),Mozambique,Loading,0.16,0.21,6.37,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-06,Maputo (Matola),Mozambique,Loading,0.09,0.13,6.22,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-05,Maputo (Matola),Mozambique,Loading,0.13,0.24,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-04,Maputo (Matola),Mozambique,Loading,0.12,0.21,6.33,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-03,Maputo (Matola),Mozambique,Loading,0.11,0.16,6.26,68,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-02,Maputo (Matola),Mozambique,Loading,0.11,0.21,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-10-01,Maputo (Matola),Mozambique,Loading,0.13,0.22,6.35,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-30,Maputo (Matola),Mozambique,Loading,0.12,0.2,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-29,Maputo (Matola),Mozambique,Loading,0.12,0.17,6.28,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-28,Maputo (Matola),Mozambique,Loading,0.09,0.15,6.24,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-27,Maputo (Matola),Mozambique,Loading,0.14,0.22,6.36,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-26,Maputo (Matola),Mozambique,Loading,0.16,0.2,6.36,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-25,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-24,Maputo (Matola),Mozambique,Loading,0.1,0.17,6.28,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-23,Maputo (Matola),Mozambique,Loading,0.08,0.15,6.23,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-22,Maputo (Matola),Mozambique,Loading,0.12,0.18,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-21,Maputo (Matola),Mozambique,Loading,0.13,0.21,6.33,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-20,Maputo (Matola),Mozambique,Loading,0.13,0.2,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-19,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.33,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-18,Maputo (Matola),Mozambique,Loading,0.12,0.18,6.3,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-17,Maputo (Matola),Mozambique,Loading,0.16,0.25,6.41,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-16,Maputo (Matola),Mozambique,Loading,0.13,0.18,6.32,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-15,Maputo (Matola),Mozambique,Loading,0.11,0.17,6.28,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-14,Maputo (Matola),Mozambique,Loading,0.11,0.18,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-13,Maputo (Matola),Mozambique,Loading,0.12,0.18,6.3,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-12,Maputo (Matola),Mozambique,Loading,0.14,0.18,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-11,Maputo (Matola),Mozambique,Loading,0.11,0.18,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-10,Maputo (Matola),Mozambique,Loading,0.13,0.19,6.32,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-09,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.39,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-08,Maputo (Matola),Mozambique,Loading,0.12,0.21,6.33,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-07,Maputo (Matola),Mozambique,Loading,0.14,0.19,6.33,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-06,Maputo (Matola),Mozambique,Loading,0.12,0.16,6.27,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-05,Maputo (Matola),Mozambique,Loading,0.14,0.21,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-04,Maputo (Matola),Mozambique,Loading,0.11,0.18,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-03,Maputo (Matola),Mozambique,Loading,0.11,0.17,6.28,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-02,Maputo (Matola),Mozambique,Loading,0.1,0.16,6.27,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-09-01,Maputo (Matola),Mozambique,Loading,0.14,0.25,6.39,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-31,Maputo (Matola),Mozambique,Loading,0.11,0.16,6.27,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-30,Maputo (Matola),Mozambique,Loading,0.15,0.24,6.39,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-29,Maputo (Matola),Mozambique,Loading,0.12,0.19,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-28,Maputo (Matola),Mozambique,Loading,0.08,0.15,6.23,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-27,Maputo (Matola),Mozambique,Loading,0.13,0.17,6.3,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-26,Maputo (Matola),Mozambique,Loading,0.11,0.15,6.27,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-25,Maputo (Matola),Mozambique,Loading,0.11,0.18,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-24,Maputo (Matola),Mozambique,Loading,0.1,0.17,6.27,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-23,Maputo (Matola),Mozambique,Loading,0.13,0.2,6.33,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-22,Maputo (Matola),Mozambique,Loading,0.13,0.21,6.34,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-21,Maputo (Matola),Mozambique,Loading,0.11,0.18,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-20,Maputo (Matola),Mozambique,Loading,0.11,0.15,6.26,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-19,Maputo (Matola),Mozambique,Loading,0.12,0.16,6.27,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-18,Maputo (Matola),Mozambique,Loading,0.1,0.14,6.24,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-17,Maputo (Matola),Mozambique,Loading,0.11,0.19,6.29,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-16,Maputo (Matola),Mozambique,Loading,0.1,0.17,6.27,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-15,Maputo (Matola),Mozambique,Loading,0.1,0.14,6.25,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-14,Maputo (Matola),Mozambique,Loading,0.14,0.22,6.36,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-13,Maputo (Matola),Mozambique,Loading,0.14,0.23,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-12,Maputo (Matola),Mozambique,Loading,0.14,0.17,6.31,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-11,Maputo (Matola),Mozambique,Loading,0.16,0.2,6.36,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-10,Maputo (Matola),Mozambique,Loading,0.12,0.22,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-09,Maputo (Matola),Mozambique,Loading,0.18,0.25,6.43,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-08,Maputo (Matola),Mozambique,Loading,0.1,0.16,6.26,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-07,Maputo (Matola),Mozambique,Loading,0.12,0.21,6.33,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-06,Maputo (Matola),Mozambique,Loading,0.1,0.17,6.27,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-05,Maputo (Matola),Mozambique,Loading,0.14,0.18,6.32,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-04,Maputo (Matola),Mozambique,Loading,0.15,0.19,6.34,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-03,Maputo (Matola),Mozambique,Loading,0.15,0.23,6.37,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-02,Maputo (Matola),Mozambique,Loading,0.12,0.21,6.33,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-08-01,Maputo (Matola),Mozambique,Loading,0.14,0.2,6.34,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-31,Maputo (Matola),Mozambique,Loading,0.11,0.19,6.29,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-30,Maputo (Matola),Mozambique,Loading,0.12,0.22,6.35,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-29,Maputo (Matola),Mozambique,Loading,0.12,0.2,6.32,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-28,Maputo (Matola),Mozambique,Loading,0.15,0.2,6.35,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-27,Maputo (Matola),Mozambique,Loading,0.14,0.19,6.33,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-26,Maputo (Matola),Mozambique,Loading,0.13,0.18,6.31,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2016-07-25,Maputo (Matola),Mozambique,Loading,0.13,0.23,6.37,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
